Date,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
08/03/2020,-0.34071488,-2.66192768,-5.676778876,-19.06691519
09/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
10/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
11/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
12/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
13/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
14/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
15/03/2020,-0.34071488,-2.66192768,-5.676778876,-19.06691519
16/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
17/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
18/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
19/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
20/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
21/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
22/03/2020,-0.34071488,-2.66192768,-5.676778876,-19.06691519
23/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
24/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
25/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
26/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
27/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
28/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
29/03/2020,-0.34071488,-2.66192768,-5.676778876,-19.06691519
30/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
31/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
01/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
02/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
03/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
04/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
05/04/2020,-0.354635,-2.775836667,-5.858713576,-19.90339722
06/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
07/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
08/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
09/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
10/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
11/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
12/04/2020,-0.354635,-2.775836667,-5.858713576,-19.90339722
13/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
14/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
15/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
16/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
17/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
18/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
19/04/2020,-0.354635,-2.775836667,-5.858713576,-19.90339722
20/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
21/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
22/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
23/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
24/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
25/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
26/04/2020,-0.354635,-2.775836667,-5.858713576,-19.90339722
27/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
28/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
29/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
30/04/2020,-0.3733,-2.921933333,-6.167066922,-20.95094444
01/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
02/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
03/05/2020,-0.324981389,-2.704564332,-5.572432903,-19.43054409
04/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
05/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
06/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
07/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
08/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
09/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
10/05/2020,-0.324981389,-2.704564332,-5.572432903,-19.43054409
11/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
12/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
13/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
14/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
15/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
16/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
17/05/2020,-0.324981389,-2.704564332,-5.572432903,-19.43054409
18/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
19/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
20/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
21/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
22/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
23/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
24/05/2020,-0.324981389,-2.704564332,-5.572432903,-19.43054409
25/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
26/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
27/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
28/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
29/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
30/05/2020,-0.342085672,-2.846909823,-5.865718846,-20.4532043
31/05/2020,-0.324981389,-2.704564332,-5.572432903,-19.43054409
01/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
02/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
03/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
04/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
05/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
06/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
07/06/2020,-0.341944833,-2.778990741,-5.468779833,-20.29091278
08/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
09/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
10/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
11/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
12/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
13/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
14/06/2020,-0.341944833,-2.778990741,-5.468779833,-20.29091278
15/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
16/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
17/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
25/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
26/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
27/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
28/06/2020,-0.341944833,-2.778990741,-5.468779833,-20.29091278
29/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
30/06/2020,-0.359941929,-2.925253411,-5.756610351,-21.35885556
