Date,Depth_to_Groundwater_SAL,Depth_to_Groundwater_CoS,Depth_to_Groundwater_LT2
17/10/2017,-5.98,-7.14,-12.97
18/10/2017,-5.98,-7.07,-12.93
19/10/2017,-5.99,-7.02,-12.92
20/10/2017,-5.99,-7.03,-12.94
21/10/2017,-6.0,-7.12,-12.94
22/10/2017,-6.0,-7.08,-12.88
23/10/2017,-6.0,-7.03,-12.9
24/10/2017,-6.0,-7.03,-12.95
25/10/2017,-6.01,-7.05,-12.98
26/10/2017,-6.01,-7.11,-13.0
27/10/2017,-6.01,-7.03,-12.94
28/10/2017,-6.02,-7.05,-12.95
29/10/2017,-6.02,-7.16,-12.88
30/10/2017,-6.03,-7.29,-12.92
31/10/2017,-6.04,-7.3,-12.98
01/11/2017,-6.06,-7.29,-12.99
02/11/2017,-6.07,-7.22,-12.97
03/11/2017,-6.1,-7.11,-12.94
04/11/2017,-6.1,-7.13,-12.95
05/11/2017,-6.11,-7.1,-12.88
06/11/2017,-6.07,-7.12,-12.87
07/11/2017,-6.03,-7.03,-12.89
08/11/2017,-5.99,-7.0,-12.93
09/11/2017,-5.97,-6.98,-12.96
10/11/2017,-5.96,-6.95,-12.95
11/11/2017,-5.96,-6.98,-12.93
12/11/2017,-5.97,-6.93,-12.87
13/11/2017,-5.97,-6.79,-12.81
14/11/2017,-5.95,-6.79,-12.93
15/11/2017,-5.95,-6.81,-12.96
16/11/2017,-5.96,-6.79,-12.96
17/11/2017,-5.97,-6.82,-12.95
18/11/2017,-5.98,-6.85,-12.96
19/11/2017,-5.99,-6.85,-12.95
20/11/2017,-6.0,-6.85,-12.99
21/11/2017,-6.01,-6.81,-12.99
22/11/2017,-6.02,-6.81,-12.99
23/11/2017,-6.03,-6.82,-12.99
24/11/2017,-6.05,-6.81,-13.0
25/11/2017,-6.05,-6.81,-12.94
26/11/2017,-6.04,-6.83,-12.95
27/11/2017,-6.01,-6.88,-13.01
28/11/2017,-6.01,-6.81,-12.95
29/11/2017,-6.0,-6.73,-12.87
05/12/2017,-5.98,-6.78,-13.09
06/12/2017,-5.99,-6.75,-13.08
07/12/2017,-5.99,-6.73,-13.05
08/12/2017,-5.98,-6.62,-12.92
09/12/2017,-5.87,-6.46,-12.89
10/12/2017,-5.78,-6.39,-12.88
11/12/2017,-4.61,-6.09,-12.77
12/12/2017,-5.29,-5.79,-12.86
13/12/2017,-5.15,-5.73,-12.9
14/12/2017,-5.06,-5.6,-12.84
15/12/2017,-4.96,-5.43,-12.77
16/12/2017,-4.89,-5.42,-12.82
17/12/2017,-4.88,-5.48,-12.92
18/12/2017,-4.9,-5.46,-12.95
19/12/2017,-4.94,-5.44,-13.0
20/12/2017,-4.99,-5.43,-13.0
21/12/2017,-5.02,-5.63,-13.01
22/12/2017,-5.06,-5.54,-12.98
23/12/2017,-5.1,-5.5,-12.99
24/12/2017,-5.16,-5.5,-12.99
25/12/2017,-5.2,-5.51,-12.96
26/12/2017,-5.21,-5.4,-12.87
27/12/2017,-5.18,-5.3,-12.7
28/12/2017,-5.08,-5.1,-12.69
29/12/2017,-5.0,-5.13,-12.84
30/12/2017,-4.98,-5.17,-12.87
31/12/2017,-4.98,-5.21,-12.89
01/01/2018,-4.99,-5.18,-12.82
02/01/2018,-4.99,-5.07,-12.83
03/01/2018,-4.99,-5.04,-12.82
04/01/2018,-4.99,-4.97,-12.79
05/01/2018,-5.01,-4.97,-12.79
06/01/2018,-5.03,-5.0,-12.81
07/01/2018,-5.04,-5.05,-12.84
08/01/2018,-5.06,-5.06,-12.84
09/01/2018,-5.08,-5.05,-12.85
10/01/2018,-5.1,-5.02,-12.82
11/01/2018,-5.12,-4.95,-12.78
12/01/2018,-5.15,-4.96,-12.82
13/01/2018,-5.17,-5.05,-12.85
14/01/2018,-5.2,-5.09,-12.84
15/01/2018,-5.23,-5.06,-12.85
16/01/2018,-5.23,-4.93,-12.76
17/01/2018,-5.18,-4.82,-12.73
18/01/2018,-5.12,-4.85,-12.83
19/01/2018,-5.09,-4.79,-12.77
23/01/2018,-5.06,-4.74,-12.84
24/01/2018,-5.08,-4.83,-12.9
25/01/2018,-5.1,-4.79,-12.86
26/01/2018,-5.11,-4.75,-12.83
27/01/2018,-5.13,-4.8,-12.87
28/01/2018,-5.16,-4.87,-12.9
29/01/2018,-5.18,-4.85,-12.88
30/01/2018,-5.2,-4.8,-12.85
31/01/2018,-5.22,-4.78,-12.79
01/02/2018,-5.24,-4.7,-12.68
02/02/2018,-5.21,-4.61,-12.63
03/02/2018,-5.15,-4.56,-12.62
04/02/2018,-5.08,-4.62,-12.72
05/02/2018,-5.05,-4.64,-12.74
06/02/2018,-5.05,-4.58,-12.67
07/02/2018,-5.05,-4.53,-12.64
08/02/2018,-5.06,-4.56,-12.72
09/02/2018,-5.09,-4.56,-12.72
10/02/2018,-5.11,-4.57,-12.69
11/02/2018,-5.12,-4.63,-12.7
12/02/2018,-5.14,-4.6,-12.69
13/02/2018,-5.16,-4.55,-12.71
14/02/2018,-5.16,-4.54,-12.73
15/02/2018,-5.18,-4.58,-12.8
16/02/2018,-5.2,-4.55,-12.81
17/02/2018,-5.21,-4.51,-12.78
18/02/2018,-5.17,-4.46,-12.73
19/02/2018,-5.13,-4.4,-12.72
20/02/2018,-5.11,-4.32,-12.67
21/02/2018,-5.1,-4.3,-12.65
22/02/2018,-5.1,-4.28,-12.64
23/02/2018,-5.13,-4.29,-12.64
24/02/2018,-5.13,-4.34,-12.66
25/02/2018,-5.13,-4.44,-12.69
26/02/2018,-5.16,-4.43,-12.68
27/02/2018,-5.18,-4.42,-12.69
28/02/2018,-5.22,-4.48,-12.74
01/03/2018,-5.24,-4.58,-12.67
02/03/2018,-5.23,-4.49,-12.58
03/03/2018,-5.17,-4.48,-12.6
04/03/2018,-5.05,-4.41,-12.64
05/03/2018,-4.96,-4.4,-12.58
06/03/2018,-4.91,-4.36,-12.57
07/03/2018,-4.86,-4.35,-12.61
08/03/2018,-4.77,-4.37,-12.69
09/03/2018,-4.74,-4.38,-12.72
10/03/2018,-4.72,-4.38,-12.7
11/03/2018,-4.6,-4.35,-12.62
12/03/2018,-4.54,-4.2,-12.58
13/03/2018,-4.44,-4.16,-12.59
14/03/2018,-4.38,-4.18,-12.6
15/03/2018,-4.34,-4.19,-12.54
16/03/2018,-4.17,-4.08,-12.5
17/03/2018,-4.05,-4.07,-12.42
18/03/2018,-4.01,-4.05,-12.39
19/03/2018,-3.96,-3.96,-12.41
20/03/2018,-3.96,-3.95,-12.42
21/03/2018,-4.03,-4.04,-12.49
22/03/2018,-4.12,-4.1,-12.45
23/03/2018,-4.2,-4.14,-12.4
24/03/2018,-4.28,-4.18,-12.4
25/03/2018,-4.36,-4.23,-12.42
26/03/2018,-4.45,-4.22,-12.44
27/03/2018,-4.51,-4.25,-12.46
28/03/2018,-4.57,-4.27,-12.44
29/03/2018,-4.62,-4.29,-12.42
30/03/2018,-4.67,-4.31,-12.4
31/03/2018,-4.69,-4.32,-12.34
01/04/2018,-4.66,-4.3,-12.4
02/04/2018,-4.63,-4.3,-12.45
03/04/2018,-4.64,-4.29,-12.45
04/04/2018,-4.64,-4.29,-12.42
05/04/2018,-4.59,-4.26,-12.4
06/04/2018,-4.53,-4.33,-12.43
07/04/2018,-4.52,-4.39,-12.41
08/04/2018,-4.51,-4.41,-12.38
09/04/2018,-4.54,-4.35,-12.34
10/04/2018,-4.55,-4.3,-12.35
11/04/2018,-4.55,-4.25,-12.3
12/04/2018,-4.55,-4.24,-12.3
13/04/2018,-4.57,-4.26,-12.36
14/04/2018,-4.58,-4.34,-12.36
15/04/2018,-4.61,-4.31,-12.3
16/04/2018,-4.64,-4.33,-12.33
17/04/2018,-4.69,-4.42,-12.4
18/04/2018,-4.71,-4.48,-12.43
19/04/2018,-4.75,-4.53,-12.43
20/04/2018,-4.78,-4.56,-12.4
21/04/2018,-4.81,-4.62,-12.37
22/04/2018,-4.85,-4.64,-12.37
23/04/2018,-4.89,-4.64,-12.37
24/04/2018,-4.95,-4.59,-12.37
25/04/2018,-4.99,-4.62,-12.36
26/04/2018,-5.0,-4.6,-12.33
27/04/2018,-5.01,-4.6,-12.32
28/04/2018,-5.05,-4.67,-12.32
29/04/2018,-5.09,-4.71,-12.31
30/04/2018,-5.1,-4.71,-12.33
01/05/2018,-5.12,-4.7,-12.32
02/05/2018,-5.13,-4.67,-12.25
03/05/2018,-5.09,-4.59,-12.23
04/05/2018,-5.1,-4.6,-12.27
05/05/2018,-5.13,-4.7,-12.31
06/05/2018,-5.16,-4.75,-12.32
07/05/2018,-5.17,-4.74,-12.31
08/05/2018,-5.17,-4.71,-12.26
09/05/2018,-5.19,-4.69,-12.26
10/05/2018,-5.2,-4.71,-12.29
11/05/2018,-5.21,-4.74,-12.32
12/05/2018,-5.21,-4.8,-12.32
13/05/2018,-5.23,-4.81,-12.29
14/05/2018,-5.22,-4.79,-12.29
15/05/2018,-5.24,-4.76,-12.28
16/05/2018,-5.22,-4.77,-12.3
17/05/2018,-5.25,-4.7,-12.31
18/05/2018,-5.25,-4.71,-12.3
19/05/2018,-5.28,-4.79,-12.3
20/05/2018,-5.3,-4.82,-12.3
21/05/2018,-5.31,-4.78,-12.29
22/05/2018,-5.28,-4.68,-12.28
23/05/2018,-5.28,-4.6,-12.29
24/05/2018,-5.27,-4.61,-12.3
25/05/2018,-5.28,-4.63,-12.29
26/05/2018,-5.3,-4.71,-12.3
27/05/2018,-5.33,-4.78,-12.3
28/05/2018,-5.37,-4.76,-12.3
29/05/2018,-5.37,-4.76,-12.28
30/05/2018,-5.37,-4.82,-12.28
31/05/2018,-5.36,-4.84,-12.3
01/06/2018,-5.42,-4.9,-12.31
02/06/2018,-5.41,-4.97,-12.31
03/06/2018,-5.39,-5.0,-12.29
04/06/2018,-5.4,-4.97,-12.26
05/06/2018,-5.41,-4.98,-12.26
06/06/2018,-5.47,-5.05,-12.3
07/06/2018,-5.66,-5.09,-12.3
08/06/2018,-5.48,-5.08,-12.28
09/06/2018,-5.44,-5.14,-12.29
10/06/2018,-5.41,-5.21,-12.29
11/06/2018,-5.43,-5.21,-12.28
12/06/2018,-5.44,-5.21,-12.27
13/06/2018,-5.45,-5.18,-12.26
14/06/2018,-5.43,-5.15,-12.27
15/06/2018,-5.45,-5.18,-12.3
16/06/2018,-5.44,-5.27,-12.31
17/06/2018,-5.41,-5.31,-12.33
18/06/2018,-5.44,-5.3,-12.35
19/06/2018,-5.48,-5.34,-12.37
20/06/2018,-5.49,-5.41,-12.37
21/06/2018,-5.5,-5.49,-12.36
22/06/2018,-5.5,-5.57,-12.35
23/06/2018,-5.49,-5.66,-12.39
24/06/2018,-5.5,-5.71,-12.39
25/06/2018,-5.51,-5.7,-12.38
26/06/2018,-5.47,-5.76,-12.4
27/06/2018,-5.52,-5.79,-12.38
28/06/2018,-5.5,-5.76,-12.36
29/06/2018,-5.55,-5.77,-12.36
30/06/2018,-5.5,-5.83,-12.37
01/07/2018,-5.52,-5.86,-12.39
02/07/2018,-5.54,-5.87,-12.41
03/07/2018,-5.53,-5.92,-12.43
04/07/2018,-5.54,-6.03,-12.44
05/07/2018,-5.55,-6.06,-12.43
06/07/2018,-5.56,-6.11,-12.44
07/07/2018,-5.56,-6.14,-12.47
08/07/2018,-5.57,-6.12,-12.46
09/07/2018,-5.59,-6.1,-12.45
10/07/2018,-5.59,-6.14,-12.44
11/07/2018,-5.62,-6.16,-12.44
12/07/2018,-5.61,-6.18,-12.47
13/07/2018,-5.61,-6.23,-12.49
14/07/2018,-5.62,-6.3,-12.49
15/07/2018,-5.65,-6.32,-12.48
16/07/2018,-5.68,-6.34,-12.47
17/07/2018,-5.65,-6.36,-12.46
18/07/2018,-5.65,-6.44,-12.48
19/07/2018,-5.67,-6.5,-12.48
20/07/2018,-5.69,-6.55,-12.48
21/07/2018,-5.66,-6.6,-12.47
22/07/2018,-5.64,-6.53,-12.48
23/07/2018,-5.63,-6.47,-12.48
24/07/2018,-5.66,-6.49,-12.49
25/07/2018,-5.67,-6.53,-12.49
26/07/2018,-5.69,-6.54,-12.5
27/07/2018,-5.66,-6.54,-12.51
28/07/2018,-5.63,-6.62,-12.52
29/07/2018,-5.64,-6.69,-12.54
30/07/2018,-5.65,-6.69,-12.54
31/07/2018,-5.63,-6.75,-12.56
01/08/2018,-5.65,-6.79,-12.58
02/08/2018,-5.66,-6.79,-12.6
03/08/2018,-5.63,-6.8,-12.6
04/08/2018,-5.66,-6.86,-12.61
05/08/2018,-5.63,-6.9,-12.62
06/08/2018,-5.63,-6.92,-12.63
07/08/2018,-5.64,-6.95,-12.63
08/08/2018,-5.64,-6.96,-12.64
09/08/2018,-5.64,-7.03,-12.65
10/08/2018,-5.64,-7.09,-12.67
11/08/2018,-5.65,-7.2,-12.66
12/08/2018,-5.62,-7.19,-12.65
13/08/2018,-5.66,-7.14,-12.62
14/08/2018,-5.61,-7.1,-12.61
15/08/2018,-5.6,-7.06,-12.62
16/08/2018,-5.62,-7.06,-12.62
17/08/2018,-5.61,-7.09,-12.62
18/08/2018,-5.64,-7.15,-12.63
19/08/2018,-5.62,-7.19,-12.63
20/08/2018,-5.61,-7.22,-12.62
21/08/2018,-5.63,-7.33,-12.63
22/08/2018,-5.64,-7.4,-12.64
23/08/2018,-5.63,-7.44,-12.62
24/08/2018,-5.65,-7.47,-12.61
25/08/2018,-5.64,-7.48,-12.59
26/08/2018,-5.62,-7.38,-12.61
27/08/2018,-5.64,-7.32,-12.66
28/08/2018,-5.65,-7.38,-12.67
29/08/2018,-5.66,-7.45,-12.67
30/08/2018,-5.63,-7.5,-12.68
31/08/2018,-5.66,-7.51,-12.68
01/09/2018,-5.54,-7.52,-12.69
02/09/2018,-5.57,-7.41,-12.7
03/09/2018,-5.56,-7.36,-12.69
04/09/2018,-5.56,-7.32,-12.69
05/09/2018,-5.6,-7.37,-12.69
06/09/2018,-5.59,-7.46,-12.67
07/09/2018,-5.59,-7.55,-12.69
08/09/2018,-5.6,-7.59,-12.73
09/09/2018,-5.57,-7.66,-12.75
10/09/2018,-5.58,-7.63,-12.76
11/09/2018,-5.61,-7.64,-12.79
12/09/2018,-5.67,-7.66,-12.78
13/09/2018,-5.65,-7.62,-12.75
14/09/2018,-5.69,-7.65,-12.75
15/09/2018,-5.59,-7.71,-12.78
03/10/2018,-5.69,-7.91,-12.83
04/10/2018,-5.67,-7.89,-12.85
05/10/2018,-5.73,-7.83,-12.84
06/10/2018,-5.72,-7.77,-12.81
07/10/2018,-5.73,-7.72,-12.8
08/10/2018,-5.68,-7.7,-12.83
09/10/2018,-5.78,-7.69,-12.84
10/10/2018,-5.81,-7.66,-12.84
11/10/2018,-5.8,-7.63,-12.84
12/10/2018,-5.72,-7.62,-12.86
13/10/2018,-5.77,-7.64,-12.85
14/10/2018,-5.72,-7.64,-12.82
15/10/2018,-5.8,-7.59,-12.81
16/10/2018,-5.82,-7.56,-12.82
17/10/2018,-5.82,-7.48,-12.8
18/10/2018,-5.71,-7.52,-12.79
19/10/2018,-5.73,-7.55,-12.81
20/10/2018,-5.78,-7.63,-12.84
21/10/2018,-5.76,-7.63,-12.82
22/10/2018,-5.73,-7.59,-12.83
23/10/2018,-5.75,-7.65,-12.83
24/10/2018,-5.83,-7.67,-12.79
25/10/2018,-5.85,-7.61,-12.8
26/10/2018,-5.87,-7.57,-12.78
27/10/2018,-5.76,-7.54,-12.71
28/10/2018,-5.73,-7.57,-12.69
29/10/2018,-5.76,-7.58,-12.65
30/10/2018,-5.68,-7.65,-12.75
31/10/2018,-5.59,-7.65,-12.82
01/11/2018,-5.54,-7.56,-12.79
02/11/2018,-5.64,-7.48,-12.79
03/11/2018,-5.67,-7.47,-12.79
04/11/2018,-5.67,-7.45,-12.75
05/11/2018,-5.56,-7.38,-12.75
06/11/2018,-5.52,-7.35,-12.76
07/11/2018,-5.55,-7.33,-12.77
08/11/2018,-5.59,-7.35,-12.8
09/11/2018,-5.56,-7.36,-12.77
10/11/2018,-5.52,-7.37,-12.76
11/11/2018,-5.55,-7.38,-12.8
12/11/2018,-5.64,-7.32,-12.84
13/11/2018,-5.63,-7.3,-12.85
14/11/2018,-5.52,-7.2,-12.84
15/11/2018,-5.54,-7.14,-12.81
16/11/2018,-5.65,-7.11,-12.82
17/11/2018,-5.6,-7.13,-12.81
18/11/2018,-5.61,-7.11,-12.77
19/11/2018,-5.58,-7.05,-12.7
20/11/2018,-5.69,-7.02,-12.69
21/11/2018,-5.71,-7.05,-12.76
22/11/2018,-5.72,-7.08,-12.8
23/11/2018,-5.5,-7.04,-12.8
24/11/2018,-4.95,-6.98,-12.75
25/11/2018,-5.39,-6.89,-12.69
26/11/2018,-5.4,-6.83,-12.67
27/11/2018,-5.34,-6.86,-12.72
28/11/2018,-5.31,-6.92,-12.81
29/11/2018,-5.41,-6.94,-12.83
30/11/2018,-5.38,-6.84,-12.8
01/12/2018,-5.38,-6.83,-12.79
02/12/2018,-5.43,-6.83,-12.8
03/12/2018,-5.38,-6.71,-12.75
04/12/2018,-5.46,-6.6,-12.75
05/12/2018,-5.45,-6.61,-12.81
06/12/2018,-5.47,-6.61,-12.79
07/12/2018,-5.39,-6.6,-12.78
08/12/2018,-5.36,-6.57,-12.71
09/12/2018,-5.4,-6.52,-12.7
10/12/2018,-5.4,-6.49,-12.73
11/12/2018,-5.41,-6.49,-12.76
12/12/2018,-5.36,-6.5,-12.76
13/12/2018,-5.45,-6.47,-12.72
14/12/2018,-5.5,-6.44,-12.72
15/12/2018,-5.48,-6.53,-12.77
16/12/2018,-5.39,-6.55,-12.76
17/12/2018,-5.43,-6.48,-12.76
18/12/2018,-5.47,-6.47,-12.82
19/12/2018,-5.46,-6.49,-12.79
20/12/2018,-5.41,-6.42,-12.79
21/12/2018,-5.39,-6.34,-12.82
22/12/2018,-5.4,-6.34,-12.8
23/12/2018,-5.42,-6.29,-12.8
24/12/2018,-5.43,-6.18,-12.77
25/12/2018,-5.32,-6.2,-12.85
26/12/2018,-5.31,-6.13,-12.86
27/12/2018,-5.35,-6.05,-12.83
28/12/2018,-5.39,-5.99,-12.82
29/12/2018,-5.37,-6.0,-12.82
30/12/2018,-5.37,-5.99,-12.81
31/12/2018,-5.42,-5.96,-12.82
01/01/2019,-5.46,-5.97,-12.82
02/01/2019,-5.47,-5.87,-12.77
03/01/2019,-5.41,-5.9,-12.83
04/01/2019,-5.42,-5.96,-12.84
05/01/2019,-5.48,-6.05,-12.8
06/01/2019,-5.48,-6.09,-12.8
07/01/2019,-5.48,-6.09,-12.84
09/01/2019,-5.55,-6.02,-12.7
10/01/2019,-5.6,-6.06,-12.76
11/01/2019,-5.6,-6.12,-12.85
12/01/2019,-5.49,-6.21,-12.89
13/01/2019,-5.5,-6.26,-12.86
14/01/2019,-5.57,-6.25,-12.84
15/01/2019,-5.57,-6.45,-12.94
16/01/2019,-5.54,-6.52,-12.94
17/01/2019,-5.54,-6.52,-12.89
18/01/2019,-5.55,-6.37,-12.85
19/01/2019,-5.48,-6.25,-12.87
20/01/2019,-5.53,-6.1,-12.87
21/01/2019,-5.56,-5.98,-12.87
22/01/2019,-5.52,-5.85,-12.81
24/01/2019,-5.49,-5.71,-12.75
25/01/2019,-5.6,-5.76,-12.83
26/01/2019,-5.62,-5.83,-12.87
27/01/2019,-5.57,-5.76,-12.81
28/01/2019,-5.51,-5.67,-12.78
29/01/2019,-5.49,-5.72,-12.85
30/01/2019,-5.58,-5.65,-12.81
31/01/2019,-5.56,-5.6,-12.83
01/02/2019,-5.52,-5.61,-12.78
02/02/2019,-5.34,-5.37,-12.77
03/02/2019,-5.09,-5.23,-12.83
04/02/2019,-5.07,-5.29,-12.95
05/02/2019,-5.02,-5.39,-12.96
06/02/2019,-4.91,-5.29,-12.95
07/02/2019,-4.97,-5.19,-12.93
08/02/2019,-5.03,-5.14,-12.93
09/02/2019,-5.0,-5.14,-12.94
10/02/2019,-5.04,-5.11,-12.89
11/02/2019,-5.02,-5.04,-12.86
12/02/2019,-5.16,-5.08,-12.96
13/02/2019,-5.21,-5.14,-13.02
14/02/2019,-5.22,-5.16,-13.01
15/02/2019,-5.14,-5.13,-12.99
16/02/2019,-5.19,-5.17,-12.98
17/02/2019,-5.25,-5.18,-12.96
18/02/2019,-5.25,-5.13,-12.93
19/02/2019,-5.3,-5.11,-12.91
20/02/2019,-5.28,-5.13,-12.92
21/02/2019,-5.37,-5.2,-12.93
22/02/2019,-5.35,-5.23,-12.91
23/02/2019,-5.39,-5.27,-12.94
24/02/2019,-5.34,-5.32,-12.95
25/02/2019,-5.35,-5.32,-12.93
26/02/2019,-5.38,-5.32,-12.9
27/02/2019,-5.38,-5.32,-12.87
28/02/2019,-5.39,-5.36,-12.85
01/03/2019,-5.44,-5.33,-12.8
14/03/2019,-5.49,-5.94,-12.71
15/03/2019,-5.52,-5.84,-12.72
16/03/2019,-5.55,-5.81,-12.75
17/03/2019,-5.52,-5.8,-12.74
18/03/2019,-5.49,-5.73,-12.72
19/03/2019,-5.55,-5.71,-12.78
20/03/2019,-5.65,-5.74,-12.82
21/03/2019,-5.64,-5.76,-12.82
22/03/2019,-5.54,-5.75,-12.81
23/03/2019,-5.63,-5.8,-12.78
24/03/2019,-5.59,-5.83,-12.77
25/03/2019,-5.57,-5.77,-12.72
26/03/2019,-5.57,-5.72,-12.75
27/03/2019,-5.54,-5.74,-12.8
28/03/2019,-5.67,-5.8,-12.81
29/03/2019,-5.65,-5.82,-12.83
30/03/2019,-5.68,-5.89,-12.79
31/03/2019,-5.58,-5.89,-12.75
01/04/2019,-5.63,-5.83,-12.73
02/04/2019,-5.65,-5.8,-12.73
03/04/2019,-5.61,-5.74,-12.69
04/04/2019,-5.59,-5.61,-12.62
05/04/2019,-5.56,-5.59,-12.65
06/04/2019,-5.59,-5.66,-12.67
07/04/2019,-5.57,-5.66,-12.67
08/04/2019,-5.6,-5.61,-12.69
09/04/2019,-5.51,-5.57,-12.69
10/04/2019,-5.51,-5.54,-12.68
11/04/2019,-5.57,-5.5,-12.69
12/04/2019,-5.56,-5.47,-12.7
13/04/2019,-5.54,-5.52,-12.72
14/04/2019,-5.54,-5.5,-12.7
15/04/2019,-5.62,-5.42,-12.74
16/04/2019,-5.61,-5.4,-12.75
17/04/2019,-5.6,-5.4,-12.76
18/04/2019,-5.54,-5.43,-12.77
19/04/2019,-5.52,-5.59,-12.8
08/05/2019,-5.3,-5.08,-12.64
09/05/2019,-5.27,-4.99,-12.57
10/05/2019,-5.3,-4.95,-12.61
11/05/2019,-5.25,-4.94,-12.62
12/05/2019,-5.27,-4.9,-12.6
13/05/2019,-5.18,-4.87,-12.63
14/05/2019,-5.17,-4.89,-12.62
15/05/2019,-5.24,-4.97,-12.6
16/05/2019,-5.19,-4.93,-12.59
17/05/2019,-5.16,-5.09,-12.57
18/05/2019,-5.15,-5.1,-12.53
19/05/2019,-5.22,-5.06,-12.53
20/05/2019,-5.29,-5.04,-12.54
21/05/2019,-5.24,-5.04,-12.58
22/05/2019,-5.16,-5.04,-12.59
23/05/2019,-5.18,-5.09,-12.6
24/05/2019,-5.25,-5.15,-12.58
25/05/2019,-5.19,-5.19,-12.58
26/05/2019,-5.16,-5.16,-12.56
27/05/2019,-5.19,-5.11,-12.52
28/05/2019,-5.26,-5.12,-12.51
29/05/2019,-5.28,-5.1,-12.55
30/05/2019,-5.27,-5.17,-12.62
31/05/2019,-5.21,-5.26,-12.63
01/06/2019,-5.21,-5.36,-12.61
02/06/2019,-5.26,-5.42,-12.6
03/06/2019,-5.28,-5.43,-12.59
04/06/2019,-5.25,-5.48,-12.59
05/06/2019,-5.27,-5.54,-12.57
06/06/2019,-5.3,-5.58,-12.59
07/06/2019,-5.37,-5.63,-12.62
08/06/2019,-5.36,-5.72,-12.65
09/06/2019,-5.45,-5.73,-12.63
10/06/2019,-5.49,-5.68,-12.59
11/06/2019,-5.39,-5.72,-12.58
12/06/2019,-5.47,-5.8,-12.62
13/06/2019,-5.51,-5.84,-12.66
14/06/2019,-5.46,-5.89,-12.65
15/06/2019,-5.47,-5.96,-12.66
16/06/2019,-5.43,-5.95,-12.66
17/06/2019,-5.54,-5.93,-12.66
18/06/2019,-5.55,-5.99,-12.66
19/06/2019,-5.57,-6.07,-12.67
20/06/2019,-5.47,-6.14,-12.68
21/06/2019,-5.53,-6.22,-12.69
22/06/2019,-5.49,-6.29,-12.69
23/06/2019,-5.48,-6.28,-12.71
24/06/2019,-5.51,-6.3,-12.73
25/06/2019,-5.55,-6.4,-12.77
26/06/2019,-5.57,-6.53,-12.79
27/06/2019,-5.6,-6.59,-12.77
28/06/2019,-5.63,-6.61,-12.74
29/06/2019,-5.54,-6.64,-12.77
30/06/2019,-5.53,-6.63,-12.79
01/07/2019,-5.68,-6.61,-12.79
02/07/2019,-5.59,-6.76,-12.78
03/07/2019,-5.58,-6.8,-12.79
04/07/2019,-5.62,-6.84,-12.81
05/07/2019,-5.67,-6.88,-12.82
06/07/2019,-5.64,-6.99,-12.82
07/07/2019,-5.63,-7.04,-12.8
08/07/2019,-5.63,-7.01,-12.8
09/07/2019,-5.62,-6.85,-12.79
10/07/2019,-5.65,-6.72,-12.79
11/07/2019,-5.71,-6.72,-12.82
12/07/2019,-5.59,-6.72,-12.81
13/07/2019,-5.63,-6.8,-12.8
14/07/2019,-5.63,-6.77,-12.81
15/07/2019,-5.58,-6.68,-12.81
16/07/2019,-5.54,-6.67,-12.83
17/07/2019,-5.52,-6.66,-12.83
18/07/2019,-5.59,-6.69,-12.83
19/07/2019,-5.65,-6.72,-12.86
20/07/2019,-5.66,-6.77,-12.88
21/07/2019,-5.54,-6.77,-12.9
22/07/2019,-5.59,-6.77,-12.9
23/07/2019,-5.56,-6.82,-12.89
24/07/2019,-5.55,-6.92,-12.88
25/07/2019,-5.66,-7.01,-12.89
26/07/2019,-5.63,-7.12,-12.87
27/07/2019,-5.62,-7.08,-12.83
20/08/2019,-5.62,-7.12,-13.05
21/08/2019,-5.61,-7.19,-13.05
22/08/2019,-5.61,-7.23,-13.05
23/08/2019,-5.69,-7.22,-13.06
24/08/2019,-5.7,-7.2,-13.05
25/08/2019,-5.59,-7.26,-13.03
26/08/2019,-5.65,-7.27,-13.03
27/08/2019,-5.65,-7.3,-13.04
28/08/2019,-5.62,-7.37,-13.04
29/08/2019,-5.73,-7.46,-13.05
30/08/2019,-5.75,-7.5,-13.05
31/08/2019,-5.63,-7.52,-13.03
01/09/2019,-5.62,-7.51,-13.01
02/09/2019,-5.76,-7.47,-13.02
03/09/2019,-5.68,-7.51,-13.05
04/09/2019,-5.68,-7.55,-13.04
05/09/2019,-5.65,-7.57,-13.01
06/09/2019,-5.65,-7.59,-13.03
07/09/2019,-5.74,-7.64,-13.05
08/09/2019,-5.74,-7.66,-13.02
09/09/2019,-5.65,-7.67,-13.03
10/09/2019,-5.69,-7.71,-13.04
11/09/2019,-5.72,-7.79,-13.08
12/09/2019,-5.71,-7.87,-13.13
13/09/2019,-5.69,-7.96,-13.14
14/09/2019,-5.67,-8.07,-13.13
15/09/2019,-5.66,-8.05,-13.11
16/09/2019,-5.78,-8.03,-13.08
17/09/2019,-5.77,-8.01,-13.06
18/09/2019,-5.68,-8.08,-13.06
19/09/2019,-5.73,-8.12,-13.07
20/09/2019,-5.76,-8.16,-13.13
21/09/2019,-5.69,-8.17,-13.14
22/09/2019,-5.65,-8.13,-13.09
23/09/2019,-5.7,-7.99,-13.06
24/09/2019,-5.7,-7.99,-13.07
25/09/2019,-5.7,-7.98,-13.06
26/09/2019,-5.71,-7.96,-13.13
28/09/2019,-5.65,-7.95,-13.15
29/09/2019,-5.67,-7.9,-13.14
30/09/2019,-5.68,-7.78,-13.11
01/10/2019,-5.64,-7.75,-13.11
