Date,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25
27/07/2013,-23.24,-22.27
28/07/2013,-23.09,-22.27
29/07/2013,-23.06,-22.25
30/07/2013,-22.99,-22.22
31/07/2013,-23.05,-22.22
01/08/2013,-23.17,-22.26
02/08/2013,-23.17,-22.31
03/08/2013,-23.28,-22.39
04/08/2013,-23.36,-22.45
05/08/2013,-23.26,-22.43
06/08/2013,-23.53,-22.51
07/08/2013,-23.59,-22.55
08/08/2013,-23.47,-22.55
09/08/2013,-23.44,-22.51
10/08/2013,-23.34,-22.48
11/08/2013,-23.25,-22.45
12/08/2013,-23.31,-22.46
13/08/2013,-23.34,-22.49
14/08/2013,-23.44,-22.54
15/08/2013,-23.06,-22.47
16/08/2013,-23.15,-22.42
17/08/2013,-23.41,-22.51
18/08/2013,-23.35,-22.52
19/08/2013,-23.43,-22.53
20/08/2013,-23.16,-22.51
21/08/2013,-23.37,-22.51
22/08/2013,-23.39,-22.54
23/08/2013,-23.59,-22.64
24/08/2013,-23.49,-22.64
25/08/2013,-23.14,-22.48
26/08/2013,-23.11,-22.43
27/08/2013,-23.38,-22.53
28/08/2013,-23.3,-22.51
29/08/2013,-23.46,-22.57
30/08/2013,-23.52,-22.61
31/08/2013,-23.59,-22.66
01/09/2013,-23.53,-22.65
02/09/2013,-23.52,-22.66
03/09/2013,-23.64,-22.74
04/09/2013,-23.64,-22.82
05/09/2013,-23.61,-22.84
06/09/2013,-23.59,-22.86
07/09/2013,-23.6,-22.91
08/09/2013,-23.37,-22.88
09/09/2013,-23.33,-22.77
10/09/2013,-23.27,-22.73
11/09/2013,-23.31,-22.72
12/09/2013,-23.32,-22.72
13/09/2013,-23.28,-22.74
14/09/2013,-23.4,-22.81
15/09/2013,-23.28,-22.78
16/09/2013,-23.25,-22.7
17/09/2013,-23.2,-22.69
18/09/2013,-23.31,-22.75
19/09/2013,-23.37,-22.78
20/09/2013,-23.51,-22.9
21/09/2013,-23.59,-23.01
22/09/2013,-23.54,-23.04
23/09/2013,-23.57,-23.02
24/09/2013,-23.56,-23.02
25/09/2013,-23.5,-23.01
26/09/2013,-23.52,-23.02
27/09/2013,-23.5,-23.0
28/09/2013,-23.51,-23.01
29/09/2013,-23.39,-22.97
30/09/2013,-23.22,-22.85
01/10/2013,-23.26,-22.89
02/10/2013,-23.41,-22.95
03/10/2013,-23.48,-23.05
04/10/2013,-23.38,-23.06
05/10/2013,-23.33,-22.94
06/10/2013,-23.31,-22.89
07/10/2013,-23.19,-22.9
08/10/2013,-23.17,-22.89
09/10/2013,-23.14,-22.86
10/10/2013,-23.15,-22.82
11/10/2013,-23.17,-22.8
12/10/2013,-23.19,-22.86
13/10/2013,-23.11,-22.84
14/10/2013,-23.05,-22.82
15/10/2013,-23.07,-22.79
16/10/2013,-23.03,-22.71
17/10/2013,-23.47,-22.92
18/10/2013,-23.17,-22.9
19/10/2013,-23.32,-22.94
20/10/2013,-23.31,-22.96
21/10/2013,-23.27,-22.89
22/10/2013,-23.24,-22.88
23/10/2013,-23.25,-22.88
24/10/2013,-23.26,-22.86
25/10/2013,-23.2,-22.86
26/10/2013,-23.26,-22.88
27/10/2013,-23.24,-22.86
28/10/2013,-23.27,-22.83
29/10/2013,-23.48,-22.87
30/10/2013,-23.37,-22.87
31/10/2013,-23.32,-22.88
01/11/2013,-23.38,-22.9
02/11/2013,-23.25,-22.83
03/11/2013,-23.21,-22.8
04/11/2013,-23.14,-22.72
05/11/2013,-23.17,-22.68
06/11/2013,-23.36,-22.8
07/11/2013,-23.47,-22.92
08/11/2013,-23.39,-22.89
09/11/2013,-23.18,-22.78
10/11/2013,-23.13,-22.7
11/11/2013,-23.37,-22.68
12/11/2013,-23.48,-22.89
13/11/2013,-23.53,-22.93
14/11/2013,-23.49,-22.93
15/11/2013,-23.45,-22.88
16/11/2013,-23.47,-22.92
17/11/2013,-23.35,-22.86
18/11/2013,-23.28,-22.78
19/11/2013,-23.05,-22.6
20/11/2013,-23.16,-22.62
21/11/2013,-22.99,-22.56
22/11/2013,-22.93,-22.5
23/11/2013,-23.03,-22.48
24/11/2013,-22.97,-22.5
25/11/2013,-23.0,-22.54
26/11/2013,-22.99,-22.52
27/11/2013,-22.95,-22.5
28/11/2013,-22.95,-22.48
29/11/2013,-22.79,-22.42
30/11/2013,-22.87,-22.35
01/12/2013,-22.68,-22.26
02/12/2013,-22.5,-22.25
03/12/2013,-22.82,-22.28
04/12/2013,-23.28,-22.28
05/12/2013,-23.05,-22.22
06/12/2013,-22.95,-22.09
07/12/2013,-23.14,-22.16
08/12/2013,-22.96,-22.16
09/12/2013,-22.9,-22.11
10/12/2013,-22.92,-22.11
11/12/2013,-22.98,-22.13
12/12/2013,-22.83,-22.03
13/12/2013,-22.86,-21.97
14/12/2013,-22.86,-21.97
15/12/2013,-22.67,-21.92
16/12/2013,-22.63,-21.91
17/12/2013,-22.74,-21.9
18/12/2013,-22.65,-21.83
19/12/2013,-22.73,-21.82
20/12/2013,-22.73,-21.84
21/12/2013,-22.78,-21.9
22/12/2013,-22.58,-21.81
23/12/2013,-22.48,-21.7
24/12/2013,-22.49,-21.68
25/12/2013,-22.29,-21.59
26/12/2013,-21.94,-21.32
27/12/2013,-22.31,-21.51
28/12/2013,-22.38,-21.6
29/12/2013,-22.31,-21.58
30/12/2013,-22.32,-21.58
31/12/2013,-22.43,-21.6
01/01/2014,-22.28,-21.6
02/01/2014,-22.23,-21.52
03/01/2014,-22.33,-21.56
04/01/2014,-22.34,-21.54
05/01/2014,-22.22,-21.44
06/01/2014,-22.29,-21.53
07/01/2014,-22.41,-21.61
08/01/2014,-22.39,-21.61
09/01/2014,-22.33,-21.57
10/01/2014,-22.23,-21.51
11/01/2014,-22.29,-21.53
12/01/2014,-22.27,-21.52
13/01/2014,-22.3,-21.51
14/01/2014,-22.15,-21.4
15/01/2014,-22.23,-21.44
16/01/2014,-22.31,-21.52
17/01/2014,-22.39,-21.48
18/01/2014,-22.42,-21.5
19/01/2014,-22.17,-21.43
20/01/2014,-22.05,-21.4
21/01/2014,-22.02,-21.37
22/01/2014,-22.11,-21.48
23/01/2014,-22.17,-21.5
24/01/2014,-22.07,-21.4
25/01/2014,-22.13,-21.46
26/01/2014,-22.06,-21.45
27/01/2014,-22.02,-21.37
28/01/2014,-22.02,-21.37
29/01/2014,-22.09,-21.45
30/01/2014,-22.16,-21.46
31/01/2014,-22.42,-21.56
01/02/2014,-22.29,-21.53
02/02/2014,-22.28,-21.51
03/02/2014,-22.14,-21.5
04/02/2014,-22.11,-21.51
05/02/2014,-22.14,-21.49
06/02/2014,-22.1,-21.47
07/02/2014,-22.22,-21.53
08/02/2014,-22.24,-21.49
09/02/2014,-22.18,-21.43
10/02/2014,-22.12,-21.43
11/02/2014,-21.97,-21.35
12/02/2014,-22.02,-21.34
13/02/2014,-21.94,-21.34
14/02/2014,-21.84,-21.23
15/02/2014,-21.89,-21.23
16/02/2014,-22.04,-21.2
17/02/2014,-21.93,-21.13
18/02/2014,-21.65,-20.99
19/02/2014,-21.21,-20.84
20/02/2014,-21.04,-20.67
21/02/2014,-20.98,-20.6
22/02/2014,-20.89,-20.51
23/02/2014,-20.81,-20.46
24/02/2014,-20.72,-20.36
25/02/2014,-20.66,-20.29
26/02/2014,-20.77,-20.28
27/02/2014,-20.7,-20.25
28/02/2014,-20.63,-20.13
01/03/2014,-20.59,-20.01
02/03/2014,-20.41,-19.96
03/03/2014,-20.43,-19.95
04/03/2014,-20.46,-19.87
05/03/2014,-20.92,-20.06
06/03/2014,-20.82,-20.06
07/03/2014,-20.68,-19.94
08/03/2014,-20.67,-19.93
09/03/2014,-20.53,-19.86
10/03/2014,-20.78,-19.88
11/03/2014,-20.48,-19.83
12/03/2014,-20.47,-19.82
13/03/2014,-20.46,-19.8
14/03/2014,-20.63,-19.81
15/03/2014,-20.56,-19.76
16/03/2014,-20.49,-19.68
17/03/2014,-20.22,-19.65
18/03/2014,-20.08,-19.58
19/03/2014,-19.99,-19.46
20/03/2014,-20.29,-19.56
21/03/2014,-20.36,-19.57
22/03/2014,-20.38,-19.53
23/03/2014,-20.06,-19.38
24/03/2014,-19.94,-19.32
25/03/2014,-20.12,-19.41
26/03/2014,-20.12,-19.39
27/03/2014,-20.27,-19.43
28/03/2014,-20.22,-19.47
29/03/2014,-20.33,-19.56
30/03/2014,-20.24,-19.44
31/03/2014,-20.22,-19.47
10/04/2014,-20.21,-19.41
11/04/2014,-20.24,-19.41
12/04/2014,-20.29,-19.4
13/04/2014,-20.28,-19.4
14/04/2014,-20.08,-19.34
15/04/2014,-20.26,-19.33
16/04/2014,-20.15,-19.34
17/04/2014,-19.97,-19.27
18/04/2014,-20.02,-19.25
19/04/2014,-20.08,-19.24
20/04/2014,-19.74,-19.17
21/04/2014,-19.66,-19.15
22/04/2014,-20.03,-19.24
23/04/2014,-19.93,-19.23
24/04/2014,-20.13,-19.28
25/04/2014,-20.09,-19.25
26/04/2014,-19.99,-19.24
27/04/2014,-19.71,-19.13
28/04/2014,-19.8,-19.16
29/04/2014,-19.91,-19.19
30/04/2014,-19.99,-19.23
01/05/2014,-19.86,-19.17
02/05/2014,-19.8,-19.12
03/05/2014,-19.8,-19.1
04/05/2014,-19.86,-19.14
05/05/2014,-20.13,-19.3
06/05/2014,-20.06,-19.34
07/05/2014,-20.06,-19.32
08/05/2014,-20.04,-19.3
09/05/2014,-20.14,-19.33
10/05/2014,-20.21,-19.36
11/05/2014,-20.11,-19.31
12/05/2014,-20.08,-19.29
13/05/2014,-20.06,-19.31
14/05/2014,-20.07,-19.28
15/05/2014,-20.18,-19.34
16/05/2014,-20.19,-19.32
17/05/2014,-20.23,-19.37
18/05/2014,-20.19,-19.38
19/05/2014,-20.22,-19.38
20/05/2014,-20.16,-19.38
21/05/2014,-20.16,-19.39
22/05/2014,-20.22,-19.41
23/05/2014,-20.16,-19.37
24/05/2014,-20.32,-19.46
25/05/2014,-20.26,-19.45
26/05/2014,-20.02,-19.38
27/05/2014,-20.29,-19.43
28/05/2014,-20.21,-19.41
29/05/2014,-20.37,-19.48
30/05/2014,-20.32,-19.5
31/05/2014,-20.3,-19.52
01/06/2014,-20.29,-19.51
02/06/2014,-20.27,-19.51
03/06/2014,-20.29,-19.52
04/06/2014,-20.51,-19.5
05/06/2014,-20.43,-19.5
06/06/2014,-20.6,-19.58
07/06/2014,-20.66,-19.62
08/06/2014,-20.78,-19.69
09/06/2014,-20.68,-19.67
10/06/2014,-20.75,-19.71
11/06/2014,-20.8,-19.75
12/06/2014,-20.91,-19.78
13/06/2014,-20.7,-19.7
14/06/2014,-20.6,-19.65
15/06/2014,-20.41,-19.6
16/06/2014,-20.44,-19.53
17/06/2014,-20.19,-19.51
18/06/2014,-20.33,-19.56
19/06/2014,-20.37,-19.61
20/06/2014,-20.37,-19.6
21/06/2014,-20.68,-19.75
22/06/2014,-20.94,-19.84
23/06/2014,-21.02,-19.92
24/06/2014,-20.99,-19.89
25/06/2014,-20.89,-19.88
26/06/2014,-20.86,-19.9
27/06/2014,-20.83,-19.94
28/06/2014,-21.23,-20.08
29/06/2014,-21.16,-20.05
30/06/2014,-21.15,-20.05
01/07/2014,-21.03,-20.04
02/07/2014,-21.17,-20.1
03/07/2014,-21.27,-20.17
04/07/2014,-21.33,-20.19
05/07/2014,-21.4,-20.24
06/07/2014,-21.36,-20.27
07/07/2014,-21.45,-20.31
08/07/2014,-21.22,-20.21
09/07/2014,-21.16,-20.19
10/07/2014,-20.88,-20.12
11/07/2014,-20.94,-20.12
12/07/2014,-21.16,-20.23
13/07/2014,-21.17,-20.24
14/07/2014,-21.02,-20.18
15/07/2014,-20.98,-20.17
16/07/2014,-21.17,-20.23
17/07/2014,-21.32,-20.32
18/07/2014,-21.4,-20.38
19/07/2014,-21.49,-20.44
20/07/2014,-21.51,-20.46
21/07/2014,-21.4,-20.38
22/07/2014,-21.11,-20.27
23/07/2014,-21.17,-20.31
24/07/2014,-21.13,-20.35
25/07/2014,-21.07,-20.36
26/07/2014,-21.12,-20.33
27/07/2014,-20.7,-20.23
28/07/2014,-21.11,-20.34
29/07/2014,-21.14,-20.3
30/07/2014,-21.28,-20.33
31/07/2014,-20.97,-20.34
01/08/2014,-21.34,-20.39
02/08/2014,-21.37,-20.42
03/08/2014,-21.26,-20.41
04/08/2014,-21.33,-20.41
05/08/2014,-21.42,-20.42
06/08/2014,-21.16,-20.38
07/08/2014,-21.19,-20.4
08/08/2014,-21.5,-20.49
09/08/2014,-21.55,-20.55
10/08/2014,-21.48,-20.54
11/08/2014,-21.65,-20.58
12/08/2014,-21.63,-20.6
13/08/2014,-21.69,-20.62
14/08/2014,-21.71,-20.65
15/08/2014,-21.42,-20.57
16/08/2014,-21.64,-20.62
17/08/2014,-21.61,-20.62
18/08/2014,-21.68,-20.64
19/08/2014,-21.74,-20.69
20/08/2014,-21.7,-20.67
21/08/2014,-21.59,-20.67
22/08/2014,-21.76,-20.75
23/08/2014,-21.86,-20.76
24/08/2014,-21.47,-20.67
25/08/2014,-21.5,-20.65
26/08/2014,-21.49,-20.63
27/08/2014,-21.55,-20.63
28/08/2014,-21.61,-20.66
29/08/2014,-21.77,-20.74
30/08/2014,-21.88,-20.8
31/08/2014,-21.72,-20.77
01/09/2014,-21.59,-20.67
02/09/2014,-21.68,-20.7
03/09/2014,-21.72,-20.74
04/09/2014,-21.57,-20.71
05/09/2014,-21.79,-20.79
06/09/2014,-21.75,-20.77
07/09/2014,-21.64,-20.79
08/09/2014,-21.62,-20.8
09/09/2014,-21.81,-20.86
10/09/2014,-21.92,-20.89
11/09/2014,-21.72,-20.8
12/09/2014,-21.77,-20.8
13/09/2014,-21.75,-20.85
14/09/2014,-21.74,-20.84
15/09/2014,-21.72,-20.86
16/09/2014,-21.87,-20.85
17/09/2014,-21.88,-20.87
18/09/2014,-21.87,-20.89
19/09/2014,-22.12,-20.99
20/09/2014,-21.9,-20.92
21/09/2014,-21.85,-20.87
22/09/2014,-21.83,-20.84
23/09/2014,-21.86,-20.89
24/09/2014,-21.94,-20.94
25/09/2014,-21.83,-20.9
26/09/2014,-21.81,-20.9
27/09/2014,-22.03,-21.0
28/09/2014,-22.03,-21.02
29/09/2014,-21.96,-20.99
30/09/2014,-21.88,-20.98
01/10/2014,-22.02,-20.99
02/10/2014,-21.74,-20.93
03/10/2014,-21.89,-20.94
04/10/2014,-21.99,-20.98
05/10/2014,-21.96,-20.95
06/10/2014,-21.92,-20.96
07/10/2014,-21.99,-21.02
08/10/2014,-21.99,-21.03
09/10/2014,-22.09,-21.08
10/10/2014,-22.04,-21.06
11/10/2014,-22.16,-21.11
12/10/2014,-22.01,-21.08
13/10/2014,-22.01,-21.05
14/10/2014,-21.92,-20.99
15/10/2014,-21.76,-21.03
16/10/2014,-21.8,-21.09
17/10/2014,-21.84,-21.16
18/10/2014,-21.85,-21.2
19/10/2014,-21.97,-21.24
20/10/2014,-21.95,-21.2
21/10/2014,-21.85,-21.16
22/10/2014,-21.85,-21.13
23/10/2014,-21.95,-21.21
24/10/2014,-21.88,-21.25
25/10/2014,-21.99,-21.33
26/10/2014,-22.04,-21.39
27/10/2014,-22.06,-21.38
28/10/2014,-22.01,-21.38
29/10/2014,-21.97,-21.35
30/10/2014,-22.02,-21.38
31/10/2014,-22.04,-21.41
01/11/2014,-22.07,-21.44
02/11/2014,-22.06,-21.43
03/11/2014,-22.06,-21.39
04/11/2014,-22.05,-21.35
05/11/2014,-21.98,-21.3
06/11/2014,-22.12,-21.47
07/11/2014,-22.02,-21.4
08/11/2014,-22.07,-21.44
09/11/2014,-22.05,-21.46
10/11/2014,-22.0,-21.45
11/11/2014,-21.82,-21.34
12/11/2014,-21.81,-21.31
13/11/2014,-21.84,-21.34
14/11/2014,-21.98,-21.45
15/11/2014,-21.96,-21.4
16/11/2014,-21.81,-21.4
17/11/2014,-21.83,-21.36
18/11/2014,-21.94,-21.41
19/11/2014,-21.81,-21.43
20/11/2014,-21.96,-21.54
21/11/2014,-21.91,-21.5
22/11/2014,-21.88,-21.47
23/11/2014,-21.9,-21.47
24/11/2014,-21.88,-21.47
25/11/2014,-21.9,-21.46
26/11/2014,-21.99,-21.45
27/11/2014,-21.85,-21.43
28/11/2014,-21.93,-21.44
29/11/2014,-22.05,-21.51
30/11/2014,-21.95,-21.44
01/12/2014,-21.81,-21.38
02/12/2014,-21.84,-21.42
03/12/2014,-21.8,-21.4
04/12/2014,-21.83,-21.44
05/12/2014,-21.91,-21.46
06/12/2014,-21.89,-21.47
07/12/2014,-21.84,-21.43
08/12/2014,-21.84,-21.43
09/12/2014,-21.84,-21.44
10/12/2014,-21.88,-21.49
11/12/2014,-21.88,-21.48
12/12/2014,-21.83,-21.48
13/12/2014,-21.81,-21.42
14/12/2014,-21.77,-21.39
15/12/2014,-21.79,-21.38
16/12/2014,-21.71,-21.28
17/12/2014,-21.73,-21.3
18/12/2014,-21.78,-21.36
19/12/2014,-21.78,-21.38
20/12/2014,-21.81,-21.35
21/12/2014,-21.75,-21.34
22/12/2014,-21.73,-21.35
23/12/2014,-21.76,-21.33
24/12/2014,-21.74,-21.28
25/12/2014,-21.41,-21.17
26/12/2014,-21.42,-21.08
27/12/2014,-21.61,-21.1
28/12/2014,-21.43,-21.03
29/12/2014,-21.63,-21.21
30/12/2014,-21.67,-21.27
31/12/2014,-21.83,-21.29
01/01/2015,-21.72,-21.32
02/01/2015,-21.62,-21.24
03/01/2015,-21.72,-21.22
04/01/2015,-21.55,-21.18
05/01/2015,-21.69,-21.27
06/01/2015,-21.49,-21.14
07/01/2015,-21.59,-21.2
08/01/2015,-21.64,-21.24
09/01/2015,-21.62,-21.23
10/01/2015,-21.61,-21.16
11/01/2015,-21.45,-21.06
12/01/2015,-21.63,-21.22
13/01/2015,-21.68,-21.21
14/01/2015,-21.55,-21.14
15/01/2015,-21.52,-21.13
16/01/2015,-21.52,-21.11
17/01/2015,-21.52,-21.08
18/01/2015,-21.52,-21.09
19/01/2015,-21.51,-21.09
20/01/2015,-21.45,-21.02
21/01/2015,-21.49,-21.04
22/01/2015,-21.48,-21.05
23/01/2015,-21.55,-21.04
24/01/2015,-21.54,-21.1
25/01/2015,-21.57,-21.13
26/01/2015,-21.61,-21.18
27/01/2015,-21.61,-21.17
28/01/2015,-21.58,-21.15
29/01/2015,-21.43,-21.08
30/01/2015,-21.37,-20.88
31/01/2015,-21.51,-21.02
01/02/2015,-21.57,-21.09
02/02/2015,-21.59,-21.16
03/02/2015,-21.45,-21.1
04/02/2015,-21.39,-21.04
05/02/2015,-21.33,-21.0
06/02/2015,-21.4,-21.04
07/02/2015,-21.78,-21.23
08/02/2015,-21.49,-21.15
09/02/2015,-21.56,-21.23
10/02/2015,-21.5,-21.18
11/02/2015,-21.43,-21.14
12/02/2015,-21.47,-21.12
13/02/2015,-21.43,-21.09
14/02/2015,-21.42,-21.06
15/02/2015,-21.37,-21.0
16/02/2015,-21.35,-21.01
17/02/2015,-21.43,-21.09
18/02/2015,-21.64,-21.17
19/02/2015,-21.57,-21.16
20/02/2015,-21.57,-21.09
21/02/2015,-21.38,-20.99
22/02/2015,-21.28,-20.87
23/02/2015,-21.27,-20.91
24/02/2015,-21.2,-20.86
25/02/2015,-21.29,-20.92
26/02/2015,-21.33,-20.97
27/02/2015,-21.26,-20.92
28/02/2015,-21.44,-20.99
01/03/2015,-21.3,-20.95
02/03/2015,-21.26,-20.89
03/03/2015,-21.11,-20.84
04/03/2015,-21.28,-20.89
05/03/2015,-21.18,-20.82
06/03/2015,-21.25,-20.9
07/03/2015,-21.31,-20.92
08/03/2015,-21.15,-20.83
09/03/2015,-21.09,-20.81
10/03/2015,-21.24,-20.85
11/03/2015,-21.23,-20.84
12/03/2015,-21.14,-20.8
13/03/2015,-21.04,-20.75
14/03/2015,-21.16,-20.79
15/03/2015,-21.04,-20.75
16/03/2015,-21.02,-20.75
17/03/2015,-20.84,-20.78
18/03/2015,-21.06,-20.84
19/03/2015,-20.92,-20.84
20/03/2015,-21.04,-20.84
21/03/2015,-21.01,-20.8
22/03/2015,-20.84,-20.74
23/03/2015,-20.8,-20.71
24/03/2015,-20.95,-20.71
25/03/2015,-20.63,-20.54
26/03/2015,-20.93,-20.68
27/03/2015,-20.98,-20.77
28/03/2015,-21.03,-20.78
29/03/2015,-20.84,-20.73
30/03/2015,-20.74,-20.67
31/03/2015,-20.73,-20.67
01/04/2015,-20.9,-20.7
02/04/2015,-20.72,-20.66
03/04/2015,-20.98,-20.73
04/04/2015,-20.78,-20.65
05/04/2015,-20.59,-20.57
06/04/2015,-20.52,-20.56
07/04/2015,-20.75,-20.67
08/04/2015,-20.62,-20.62
09/04/2015,-20.75,-20.64
10/04/2015,-20.73,-20.62
11/04/2015,-20.8,-20.64
12/04/2015,-20.66,-20.58
13/04/2015,-20.71,-20.58
14/04/2015,-20.75,-20.57
15/04/2015,-20.77,-20.56
16/04/2015,-20.82,-20.58
17/04/2015,-20.78,-20.54
18/04/2015,-20.58,-20.45
19/04/2015,-20.69,-20.52
20/04/2015,-20.52,-20.48
21/04/2015,-20.8,-20.58
22/04/2015,-20.98,-20.61
23/04/2015,-20.66,-20.51
24/04/2015,-20.47,-20.39
25/04/2015,-20.55,-20.41
26/04/2015,-20.49,-20.35
27/04/2015,-20.38,-20.26
28/04/2015,-20.33,-20.23
29/04/2015,-20.36,-20.28
30/04/2015,-20.4,-20.28
01/05/2015,-20.37,-20.23
02/05/2015,-20.23,-20.17
03/05/2015,-20.28,-20.2
04/05/2015,-20.37,-20.23
05/05/2015,-20.4,-20.24
06/05/2015,-20.46,-20.26
07/05/2015,-20.37,-20.26
08/05/2015,-20.49,-20.31
09/05/2015,-20.51,-20.33
10/05/2015,-20.52,-20.37
11/05/2015,-20.45,-20.37
12/05/2015,-20.57,-20.38
13/05/2015,-20.62,-20.4
14/05/2015,-20.54,-20.33
15/05/2015,-20.56,-20.33
16/05/2015,-20.6,-20.4
17/05/2015,-20.51,-20.36
18/05/2015,-20.6,-20.38
19/05/2015,-20.69,-20.44
20/05/2015,-20.67,-20.45
21/05/2015,-20.59,-20.44
22/05/2015,-20.55,-20.39
23/05/2015,-20.46,-20.36
24/05/2015,-20.37,-20.33
25/05/2015,-20.37,-20.3
26/05/2015,-20.44,-20.34
27/05/2015,-20.44,-20.36
28/05/2015,-20.48,-20.39
29/05/2015,-20.55,-20.4
30/05/2015,-20.48,-20.38
31/05/2015,-20.42,-20.35
01/06/2015,-20.46,-20.37
02/06/2015,-20.54,-20.4
03/06/2015,-20.7,-20.47
04/06/2015,-20.86,-20.55
05/06/2015,-20.75,-20.53
06/06/2015,-20.81,-20.58
07/06/2015,-20.9,-20.62
08/06/2015,-20.86,-20.6
09/06/2015,-20.81,-20.6
10/06/2015,-20.8,-20.61
11/06/2015,-21.01,-20.49
12/06/2015,-20.95,-20.49
13/06/2015,-21.06,-20.51
14/06/2015,-20.83,-20.42
15/06/2015,-20.69,-20.36
16/06/2015,-20.75,-20.37
17/06/2015,-20.74,-20.37
18/06/2015,-20.86,-20.44
19/06/2015,-20.84,-20.44
20/06/2015,-20.78,-20.44
21/06/2015,-20.79,-20.45
22/06/2015,-20.84,-20.45
23/06/2015,-20.86,-20.47
24/06/2015,-20.87,-20.49
25/06/2015,-20.8,-20.47
26/06/2015,-20.95,-20.51
27/06/2015,-20.99,-20.55
28/06/2015,-21.0,-20.59
29/06/2015,-21.17,-20.67
30/06/2015,-21.18,-20.7
01/07/2015,-21.26,-20.73
02/07/2015,-21.33,-20.79
03/07/2015,-21.42,-20.85
04/07/2015,-21.49,-20.9
05/07/2015,-21.49,-20.9
06/07/2015,-21.57,-20.93
07/07/2015,-21.64,-20.98
08/07/2015,-21.73,-21.01
09/07/2015,-21.8,-21.06
10/07/2015,-21.8,-21.14
11/07/2015,-21.8,-21.13
12/07/2015,-21.78,-21.14
13/07/2015,-21.76,-21.15
14/07/2015,-21.89,-21.21
15/07/2015,-22.03,-21.29
16/07/2015,-22.1,-21.35
17/07/2015,-22.21,-21.42
18/07/2015,-22.45,-21.53
19/07/2015,-22.44,-21.57
20/07/2015,-22.42,-21.56
21/07/2015,-22.49,-21.64
22/07/2015,-22.35,-21.62
23/07/2015,-21.97,-21.47
24/07/2015,-22.3,-21.57
25/07/2015,-22.23,-21.57
26/07/2015,-21.89,-21.44
27/07/2015,-22.24,-21.52
28/07/2015,-22.32,-21.59
29/07/2015,-22.41,-21.66
30/07/2015,-22.43,-21.69
31/07/2015,-22.38,-21.7
01/08/2015,-22.4,-21.71
02/08/2015,-22.42,-21.79
03/08/2015,-22.23,-21.7
04/08/2015,-22.44,-21.77
05/08/2015,-22.49,-21.82
06/08/2015,-22.55,-21.88
07/08/2015,-22.59,-21.92
08/08/2015,-22.73,-21.99
09/08/2015,-22.56,-21.97
10/08/2015,-22.32,-21.83
11/08/2015,-22.44,-21.86
12/08/2015,-22.47,-21.89
13/08/2015,-22.55,-21.93
14/08/2015,-22.58,-21.94
15/08/2015,-22.56,-21.95
16/08/2015,-22.18,-21.8
17/08/2015,-22.36,-21.85
18/08/2015,-22.46,-21.9
19/08/2015,-22.48,-21.93
20/08/2015,-23.26,-22.14
21/08/2015,-22.74,-22.19
22/08/2015,-22.66,-22.09
23/08/2015,-22.68,-22.09
24/08/2015,-22.66,-22.1
25/08/2015,-22.62,-22.07
26/08/2015,-22.59,-22.1
27/08/2015,-22.67,-22.13
28/08/2015,-22.8,-22.21
29/08/2015,-22.84,-22.25
30/08/2015,-22.89,-22.27
31/08/2015,-22.9,-22.28
01/09/2015,-22.92,-22.31
02/09/2015,-22.95,-22.33
03/09/2015,-22.97,-22.32
04/09/2015,-22.79,-22.25
05/09/2015,-22.74,-22.2
06/09/2015,-22.75,-22.25
07/09/2015,-22.78,-22.29
08/09/2015,-22.82,-22.33
09/09/2015,-22.81,-22.3
10/09/2015,-22.77,-22.33
11/09/2015,-22.86,-22.39
12/09/2015,-22.96,-22.4
13/09/2015,-22.88,-22.4
14/09/2015,-22.74,-22.28
15/09/2015,-22.69,-22.28
16/09/2015,-22.78,-22.3
17/09/2015,-22.86,-22.36
18/09/2015,-22.96,-22.44
19/09/2015,-23.09,-22.52
20/09/2015,-22.99,-22.48
21/09/2015,-22.94,-22.5
22/09/2015,-22.99,-22.55
23/09/2015,-23.01,-22.54
24/09/2015,-22.98,-22.56
25/09/2015,-22.93,-22.57
26/09/2015,-22.96,-22.56
27/09/2015,-22.97,-22.61
28/09/2015,-22.96,-22.61
29/09/2015,-22.96,-22.62
30/09/2015,-23.03,-22.66
01/10/2015,-22.92,-22.61
02/10/2015,-22.88,-22.57
03/10/2015,-22.92,-22.57
04/10/2015,-22.98,-22.62
05/10/2015,-22.86,-22.56
06/10/2015,-22.93,-22.57
07/10/2015,-22.98,-22.59
08/10/2015,-23.02,-22.66
09/10/2015,-23.14,-22.73
10/10/2015,-22.97,-22.6
11/10/2015,-22.91,-22.6
12/10/2015,-23.04,-22.69
13/10/2015,-22.95,-22.64
14/10/2015,-22.71,-22.56
15/10/2015,-22.94,-22.6
16/10/2015,-23.06,-22.72
17/10/2015,-23.08,-22.77
18/10/2015,-22.99,-22.72
19/10/2015,-22.83,-22.6
20/10/2015,-22.91,-22.62
21/10/2015,-23.02,-22.69
22/10/2015,-23.11,-22.77
23/10/2015,-23.1,-22.83
24/10/2015,-23.12,-22.85
25/10/2015,-23.02,-22.73
26/10/2015,-23.01,-22.73
27/10/2015,-22.88,-22.69
28/10/2015,-23.03,-22.71
29/10/2015,-23.1,-22.72
30/10/2015,-23.24,-22.86
31/10/2015,-23.47,-22.97
01/11/2015,-23.5,-23.06
02/11/2015,-23.54,-23.04
03/11/2015,-23.43,-23.04
